,environmentsatisfaction,jobsatisfaction,worklifebalance,age,businesstravel,department,distancefromhome,education,educationfield,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,percentsalaryhike,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,jobinvolvement,performancerating,attrition,retirementtype,resignationreason
3638,4.0,2.0,3.0,56,Travel_Rarely,Sales,3,2,Medical,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,3,3,No,no aplica,no aplica
3639,3.0,3.0,3.0,40,Non-Travel,Research & Development,1,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3,3,No,no aplica,no aplica
3640,4.0,4.0,2.0,34,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,3,4,No,no aplica,no aplica
3641,3.0,4.0,3.0,40,Travel_Rarely,Sales,4,3,Medical,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,2,3,No,no aplica,no aplica
3642,3.0,1.0,3.0,41,Travel_Frequently,Sales,1,4,Other,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,2,3,No,no aplica,no aplica
3643,3.0,3.0,3.0,35,Travel_Frequently,Sales,1,2,Technical Degree,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,2,3,No,no aplica,no aplica
3644,3.0,2.0,3.0,51,Travel_Rarely,Sales,18,2,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3,3,No,no aplica,no aplica
3645,2.0,1.0,3.0,38,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2,3,No,no aplica,no aplica
3646,3.0,1.0,4.0,34,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,4,3,No,no aplica,no aplica
3647,4.0,4.0,2.0,25,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,3,3,No,no aplica,no aplica
3648,3.0,1.0,2.0,58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,4,3,No,no aplica,no aplica
3649,2.0,2.0,3.0,40,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,1,4,No,no aplica,no aplica
3650,1.0,1.0,2.0,36,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,3,3,No,no aplica,no aplica
3651,4.0,4.0,3.0,48,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,2,4,No,no aplica,no aplica
3652,3.0,4.0,3.0,27,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3,3,No,no aplica,no aplica
3653,4.0,2.0,2.0,51,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,3,3,No,no aplica,no aplica
3654,4.0,4.0,3.0,18,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,3,4,No,no aplica,no aplica
3655,4.0,4.0,3.0,35,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,2,3,No,no aplica,no aplica
3656,4.0,4.0,3.0,27,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4,3,No,no aplica,no aplica
3657,1.0,3.0,2.0,55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,4,3,No,no aplica,no aplica
3658,4.0,2.0,3.0,56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,3,3,No,no aplica,no aplica
3659,1.0,3.0,3.0,34,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,3,3,No,no aplica,no aplica
3660,2.0,3.0,3.0,40,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2,3,No,no aplica,no aplica
3661,2.0,3.0,3.0,34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,4,3,No,no aplica,no aplica
3662,3.0,4.0,4.0,31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,1,3,No,no aplica,no aplica
3663,4.0,3.0,2.0,35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,3,3,No,no aplica,no aplica
3664,4.0,3.0,3.0,38,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,2,3,No,no aplica,no aplica
3665,3.0,4.0,4.0,34,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3,4,No,no aplica,no aplica
3666,3.0,1.0,3.0,28,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3,3,No,no aplica,no aplica
3667,4.0,3.0,2.0,31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,2,3,No,no aplica,no aplica
3668,1.0,4.0,4.0,39,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,3,3,No,no aplica,no aplica
3669,2.0,2.0,3.0,51,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2,3,No,no aplica,no aplica
3670,4.0,4.0,2.0,41,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3.0,12,1,12.0,2,6,3,3,3,3,No,no aplica,no aplica
3671,3.0,3.0,3.0,37,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7.0,15,0,8.0,3,6,1,3,4,3,No,no aplica,no aplica
3672,2.0,4.0,4.0,33,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6.0,17,0,8.0,2,5,1,2,3,3,No,no aplica,no aplica
3673,3.0,2.0,2.0,32,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0.0,12,1,4.0,3,3,1,2,3,3,No,no aplica,no aplica
3674,3.0,3.0,3.0,39,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3.0,15,0,13.0,3,6,0,5,3,3,No,no aplica,no aplica
3675,1.0,3.0,2.0,25,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2.0,13,3,6.0,2,3,1,2,2,3,No,no aplica,no aplica
3676,4.0,3.0,2.0,52,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2.0,14,0,24.0,2,5,0,2,3,3,No,no aplica,no aplica
3677,1.0,3.0,1.0,43,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1.0,14,2,20.0,1,20,1,8,3,3,No,no aplica,no aplica
3678,4.0,4.0,3.0,27,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1.0,16,2,6.0,2,6,4,4,3,3,No,no aplica,no aplica
3679,4.0,3.0,3.0,27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,7,4,3,No,no aplica,no aplica
3680,1.0,4.0,3.0,26,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0.0,20,1,5.0,2,4,1,1,3,4,No,no aplica,no aplica
3681,3.0,1.0,3.0,42,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0.0,13,1,21.0,3,20,0,9,3,3,No,no aplica,no aplica
3682,3.0,1.0,1.0,52,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9.0,18,1,12.0,6,5,0,4,3,3,No,no aplica,no aplica
3683,1.0,3.0,3.0,37,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4.0,13,1,8.0,1,3,0,2,3,3,No,no aplica,no aplica
3684,3.0,4.0,3.0,35,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2.0,15,1,10.0,2,2,2,2,3,3,No,no aplica,no aplica
3685,1.0,4.0,2.0,25,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4.0,14,2,7.0,2,3,0,2,1,3,No,no aplica,no aplica
3686,3.0,1.0,3.0,26,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0.0,22,0,8.0,2,7,0,7,2,4,No,no aplica,no aplica
3687,2.0,1.0,2.0,29,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1.0,12,0,10.0,5,10,0,9,2,3,No,no aplica,no aplica
3688,1.0,1.0,3.0,49,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,3,3,3,No,no aplica,no aplica
3689,3.0,4.0,3.0,29,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,7,3,3,No,no aplica,no aplica
3690,4.0,4.0,2.0,54,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6.0,18,2,29.0,2,20,12,7,2,3,No,no aplica,no aplica
3691,4.0,1.0,3.0,58,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3.0,12,1,32.0,2,9,1,5,3,3,No,no aplica,no aplica
3692,2.0,4.0,4.0,55,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2.0,16,1,31.0,3,7,0,0,3,3,No,no aplica,no aplica
3693,1.0,2.0,3.0,36,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3.0,13,0,15.0,5,5,0,1,3,3,No,no aplica,no aplica
3694,2.0,3.0,3.0,31,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,0,3,3,No,no aplica,no aplica
3695,4.0,1.0,3.0,30,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7.0,13,0,8.0,4,3,0,2,3,3,No,no aplica,no aplica
3696,1.0,2.0,4.0,31,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3.0,12,1,9.0,3,3,1,0,3,3,No,no aplica,no aplica
3697,4.0,1.0,3.0,34,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5.0,11,0,10.0,3,4,1,3,4,3,No,no aplica,no aplica
3698,1.0,2.0,4.0,31,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,0,1,3,No,no aplica,no aplica
3699,2.0,1.0,4.0,27,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0.0,16,0,6.0,3,5,1,4,3,3,No,no aplica,no aplica
3700,1.0,4.0,2.0,36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1.0,12,2,10.0,2,10,1,8,2,3,No,no aplica,no aplica
3701,3.0,1.0,2.0,36,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4.0,14,1,11.0,3,3,0,2,3,3,No,no aplica,no aplica
3702,1.0,4.0,2.0,47,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7.0,14,2,17.0,0,6,1,2,3,3,No,no aplica,no aplica
3703,1.0,1.0,3.0,25,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2,2,3,No,no aplica,no aplica
3704,3.0,3.0,1.0,37,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0.0,22,1,7.0,5,6,1,3,3,4,No,no aplica,no aplica
3705,1.0,1.0,4.0,56,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2.0,16,0,5.0,2,3,1,0,3,3,No,no aplica,no aplica
3706,1.0,3.0,4.0,47,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3.0,11,1,26.0,3,20,5,6,3,3,No,no aplica,no aplica
3707,4.0,3.0,3.0,24,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1.0,15,1,5.0,5,5,0,3,3,3,No,no aplica,no aplica
3708,4.0,4.0,2.0,32,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4.0,14,1,7.0,2,4,0,3,3,3,No,no aplica,no aplica
3709,4.0,2.0,2.0,34,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5.0,13,0,7.0,3,5,0,2,3,3,No,no aplica,no aplica
3710,2.0,3.0,2.0,41,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2.0,17,2,7.0,2,4,0,3,3,3,No,no aplica,no aplica
3711,3.0,3.0,4.0,40,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3.0,11,1,11.0,6,8,0,7,2,3,No,no aplica,no aplica
3712,1.0,4.0,3.0,31,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1.0,19,1,13.0,5,13,9,9,3,3,No,no aplica,no aplica
3713,1.0,4.0,4.0,46,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,3,3,3,No,no aplica,no aplica
3714,1.0,1.0,4.0,39,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,0,2,3,No,no aplica,no aplica
3715,3.0,2.0,3.0,31,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,7,3,3,No,no aplica,no aplica
3716,2.0,1.0,3.0,45,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2.0,14,0,24.0,1,7,0,7,3,3,No,no aplica,no aplica
3717,4.0,2.0,3.0,31,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9.0,13,0,8.0,3,3,0,2,3,3,No,no aplica,no aplica
3718,2.0,4.0,1.0,31,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2,3,4,No,no aplica,no aplica
3719,2.0,4.0,4.0,45,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4.0,12,1,10.0,5,3,1,2,3,3,No,no aplica,no aplica
3720,3.0,1.0,3.0,48,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4.0,12,0,15.0,3,2,2,2,3,3,No,no aplica,no aplica
3721,1.0,3.0,3.0,34,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2,3,3,No,no aplica,no aplica
3722,4.0,2.0,3.0,40,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2.0,15,1,16.0,1,9,4,8,2,3,No,no aplica,no aplica
3723,4.0,1.0,3.0,28,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0.0,13,1,6.0,0,5,1,3,3,3,No,no aplica,no aplica
3724,3.0,3.0,3.0,44,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3.0,18,0,7.0,4,5,0,3,2,3,No,no aplica,no aplica
3725,4.0,2.0,2.0,53,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4.0,20,0,35.0,2,9,8,8,3,4,No,no aplica,no aplica
3726,1.0,3.0,2.0,49,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,2,1,3,No,no aplica,no aplica
3727,3.0,3.0,4.0,40,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3,3,No,no aplica,no aplica
3728,4.0,2.0,2.0,44,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4,3,No,no aplica,no aplica
3729,4.0,1.0,3.0,33,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,3,3,No,no aplica,no aplica
3730,4.0,1.0,3.0,34,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,3,3,No,no aplica,no aplica
3731,4.0,3.0,2.0,30,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,3,4,No,no aplica,no aplica
3732,1.0,4.0,3.0,42,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,3,4,No,no aplica,no aplica
3733,1.0,3.0,2.0,44,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,No,no aplica,no aplica
3734,3.0,3.0,2.0,30,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,No,no aplica,no aplica
3735,2.0,3.0,2.0,57,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,No,no aplica,no aplica
3736,3.0,2.0,3.0,49,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,No,no aplica,no aplica
3737,2.0,1.0,2.0,34,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,No,no aplica,no aplica
3738,1.0,3.0,4.0,28,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,No,no aplica,no aplica
3739,1.0,2.0,1.0,29,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,0,3,3,No,no aplica,no aplica
3740,1.0,2.0,4.0,34,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,No,no aplica,no aplica
3741,4.0,3.0,3.0,35,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,No,no aplica,no aplica
3742,2.0,1.0,2.0,24,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2,3,No,no aplica,no aplica
3743,4.0,2.0,3.0,24,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,No,no aplica,no aplica
3744,2.0,3.0,2.0,44,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,No,no aplica,no aplica
3745,3.0,3.0,3.0,29,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,No,no aplica,no aplica
3746,3.0,3.0,4.0,30,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,No,no aplica,no aplica
3747,4.0,3.0,3.0,55,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,No,no aplica,no aplica
3748,1.0,2.0,3.0,33,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,No,no aplica,no aplica
3749,3.0,3.0,2.0,47,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,No,no aplica,no aplica
3750,3.0,1.0,2.0,28,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3,3,No,no aplica,no aplica
3751,1.0,3.0,1.0,28,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,No,no aplica,no aplica
3752,3.0,1.0,3.0,28,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,No,no aplica,no aplica
3753,3.0,1.0,3.0,49,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,No,no aplica,no aplica
3754,4.0,2.0,3.0,29,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,No,no aplica,no aplica
3755,3.0,2.0,2.0,28,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,No,no aplica,no aplica
3756,4.0,3.0,3.0,33,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,No,no aplica,no aplica
3757,3.0,4.0,4.0,32,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2.0,20,0,10.0,3,5,0,0,2,4,No,no aplica,no aplica
3758,2.0,4.0,3.0,54,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3.0,12,0,26.0,3,14,1,12,2,3,No,no aplica,no aplica
3759,1.0,1.0,1.0,29,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6.0,17,2,11.0,2,9,0,7,3,3,No,no aplica,no aplica
3760,4.0,1.0,4.0,44,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3.0,11,1,24.0,5,20,14,17,2,3,No,no aplica,no aplica
3761,2.0,2.0,3.0,39,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4.0,17,1,9.0,2,2,2,2,4,3,No,no aplica,no aplica
3762,3.0,2.0,4.0,46,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8.0,11,0,23.0,1,13,5,1,2,3,No,no aplica,no aplica
3763,4.0,2.0,1.0,35,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1.0,14,0,11.0,2,11,3,3,4,3,No,no aplica,no aplica
3764,1.0,3.0,3.0,23,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0.0,19,1,5.0,2,4,1,2,2,3,No,no aplica,no aplica
3765,4.0,1.0,1.0,40,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3.0,15,1,15.0,3,5,1,0,4,3,No,no aplica,no aplica
3766,4.0,3.0,3.0,34,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1.0,13,1,10.0,2,10,8,6,3,3,No,no aplica,no aplica
3767,4.0,3.0,1.0,31,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1.0,14,0,7.0,3,7,7,7,2,3,No,no aplica,no aplica
3768,3.0,4.0,3.0,50,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1.0,12,1,32.0,2,32,13,9,2,3,No,no aplica,no aplica
3769,2.0,3.0,3.0,34,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0.0,17,2,12.0,3,11,5,7,3,3,No,no aplica,no aplica
3770,3.0,2.0,3.0,42,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4.0,11,3,4.0,2,1,0,0,3,3,No,no aplica,no aplica
3771,1.0,4.0,3.0,37,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1.0,12,0,10.0,1,10,3,7,3,3,No,no aplica,no aplica
3772,3.0,1.0,3.0,29,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3.0,13,0,9.0,5,7,0,7,4,3,No,no aplica,no aplica
3773,4.0,2.0,3.0,33,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1.0,13,3,5.0,1,5,0,2,3,3,No,no aplica,no aplica
3774,4.0,4.0,3.0,45,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4.0,20,1,8.0,1,5,0,3,2,4,No,no aplica,no aplica
3775,4.0,4.0,1.0,42,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2.0,17,2,24.0,1,20,13,9,3,3,No,no aplica,no aplica
3776,1.0,1.0,4.0,40,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0.0,13,1,9.0,2,8,7,1,4,3,No,no aplica,no aplica
3777,2.0,3.0,3.0,33,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1.0,17,0,15.0,3,15,5,7,2,3,No,no aplica,no aplica
3778,3.0,4.0,3.0,40,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1.0,12,2,21.0,4,21,7,7,3,3,No,no aplica,no aplica
